,readable,energies
897,[19 15],1.271586298942566
898,[15 19],1.271586298942566
899,[15 19],1.271586298942566
900,[16 18],2.472142457962036
901,[16 18],2.472142457962036
902,[17 17],3.0854320526123047
903,[18 16],2.472142457962036
904,[17 17],3.0854320526123047
905,[17 17],3.0854320526123047
906,[17 17],3.0854320526123047
907,[15 19],1.271586298942566
908,[16 18],2.472142457962036
909,[18 16],2.472142457962036
910,[16 18],2.472142457962036
911,[18 16],2.472142457962036
912,[15 19],1.271586298942566
913,[16 18],2.472142457962036
914,[17 17],3.0854320526123047
915,[15 19],1.271586298942566
916,[16 18],2.472142457962036
917,[15 19],1.271586298942566
918,[16 18],2.472142457962036
919,[18 16],2.472142457962036
920,[16 18],2.472142457962036
921,[18 16],2.472142457962036
922,[16 18],2.472142457962036
923,[18 16],2.472142457962036
924,[18 16],2.472142457962036
925,[16 18],2.472142457962036
926,[18 16],2.472142457962036
927,[17 17],3.0854320526123047
928,[18 16],2.472142457962036
929,[16 19],1.631618857383728
930,[17 18],2.5415802001953125
931,[17 18],2.5415802001953125
932,[17 18],2.5415802001953125
933,[16 19],1.631618857383728
934,[16 19],1.631618857383728
935,[19 16],1.631618857383728
936,[18 17],2.5415802001953125
937,[19 16],1.631618857383728
938,[17 18],2.5415802001953125
939,[18 17],2.5415802001953125
940,[17 18],2.5415802001953125
941,[18 17],2.5415802001953125
942,[17 18],2.5415802001953125
943,[19 16],1.631618857383728
944,[18 17],2.5415802001953125
945,[17 18],2.5415802001953125
946,[17 18],2.5415802001953125
947,[18 17],2.5415802001953125
948,[17 18],2.5415802001953125
949,[18 17],2.5415802001953125
950,[16 19],1.631618857383728
951,[17 18],2.5415802001953125
952,[19 16],1.631618857383728
953,[17 18],2.5415802001953125
954,[19 16],1.631618857383728
955,[17 18],2.5415802001953125
956,[16 19],1.631618857383728
957,[19 16],1.631618857383728
958,[19 16],1.631618857383728
959,[17 18],2.5415802001953125
960,[17 18],2.5415802001953125
961,[17 19],1.67744779586792
962,[18 18],2.093590021133423
963,[18 18],2.093590021133423
964,[17 19],1.67744779586792
965,[17 19],1.67744779586792
966,[17 19],1.67744779586792
967,[17 19],1.67744779586792
968,[19 17],1.67744779586792
969,[18 18],2.093590021133423
970,[17 19],1.67744779586792
971,[17 19],1.67744779586792
972,[19 17],1.67744779586792
973,[19 17],1.67744779586792
974,[19 17],1.67744779586792
975,[18 18],2.093590021133423
976,[17 19],1.67744779586792
977,[18 18],2.093590021133423
978,[17 19],1.67744779586792
979,[18 18],2.093590021133423
980,[19 17],1.67744779586792
981,[18 18],2.093590021133423
982,[17 19],1.67744779586792
983,[19 17],1.67744779586792
984,[19 17],1.67744779586792
985,[18 18],2.093590021133423
986,[19 18],1.3817733526229858
987,[18 19],1.3817733526229858
988,[19 18],1.3817733526229858
989,[19 18],1.3817733526229858
990,[19 18],1.3817733526229858
991,[18 19],1.3817733526229858
992,[19 18],1.3817733526229858
993,[18 19],1.3817733526229858
994,[18 19],1.3817733526229858
995,[18 19],1.3817733526229858
996,[18 19],1.3817733526229858
997,[19 18],1.3817733526229858
998,[19 19],0.9119731187820435
999,[19 19],0.9119731187820435
